Uniprot	PDB
Q15596	4RMC
Q15596	4RMD
Q15596	4RME
Q15596	4RUO
Q15596	4UDC
Q15596	4UDD
Q15596	4WG0
Q15596	4ZN7
Q15596	4ZN9
Q15596	4ZNH
Q15596	4ZNS
Q15596	4ZNT
Q15596	4ZNU
Q15596	4ZNV
Q15596	4ZNW
Q15596	4ZO1
Q15596	4ZSH
Q15596	5APH
Q15596	5APJ
Q15596	5DI7
Q15596	5DID
Q15596	5DIE
Q15596	5DIG
Q15596	5DK9
Q15596	5DKB
Q15596	5DKE
Q15596	5DKG
Q15596	5DKS
Q15596	5DL4
Q15596	5DLR
Q15596	5DMC
Q15596	5DMF
Q15596	5DP0
Q15596	5DRJ
Q15596	5DRM
Q15596	5DTV
Q15596	5DU5
Q15596	5DUE
Q15596	5DUG
Q15596	5DUH
Q15596	5DVS
Q15596	5DVV
Q15596	5DWE
Q15596	5DWG
Q15596	5DWI
Q15596	5DWJ
Q15596	5DX3
Q15596	5DXB
Q15596	5DXE
Q15596	5DXG
Q15596	5DXK
Q15596	5DXM
Q15596	5DXP
Q15596	5DXQ
Q15596	5DXR
Q15596	5DY8
Q15596	5DYB
Q15596	5DYD
Q15596	5DZ0
Q15596	5DZ1
Q15596	5DZ3
Q15596	5DZH
Q15596	5DZI
Q15596	5E0W
Q15596	5E0X
Q15596	5.00E+14
Q15596	5.00E+15
Q15596	5.00E+19
Q15596	5E1C
Q15596	5EC9
Q15596	5EGV
Q15596	5EHJ
Q15596	5EI1
Q15596	5EIT
Q15596	5G3J
Q15596	5G42
Q15596	5G43
Q15596	5G44
Q15596	5G45
Q15596	5G46
Q15596	5G5W
Q15596	5H1E
Q15596	5HYR
Q15596	5I4V
Q15596	5IAW
Q15596	5ICK
Q15596	5KCC
Q15596	5KCD
Q15596	5KCE
Q15596	5KCF
Q15596	5KCT
Q15596	5KCU
Q15596	5KCW
Q15596	5KD9
Q15596	5KR9
Q15596	5KRA
Q15596	5KRC
Q15596	5KRF
Q15596	5KRH
Q15596	5KRI
Q15596	5KRJ
Q15596	5KRK
Q15596	5KRL
Q15596	5KRM
Q15596	5KRO
Q15596	5L11
Q15596	5LGA
Q15596	5LYQ
Q15596	5MK4
Q15596	5NFP
Q15596	5NFT
Q15596	5NI5
Q15596	5NI7
Q15596	5NI8
Q15596	5NIB
Q15596	5Q17
Q15596	5SYZ
Q15596	5T1Z
Q15596	5TLD
Q15596	5TLF
Q15596	5TLG
Q15596	5TLL
Q15596	5TLM
Q15596	5TLO
Q15596	5TLP
Q15596	5TLT
Q15596	5TLU
Q15596	5TLV
Q15596	5TLX
Q15596	5TLY
Q15596	5TM1
Q15596	5TM2
Q15596	5TM3
Q15596	5TM4
Q15596	5TM5
Q15596	5TM6
Q15596	5TM7
Q15596	5TM8
Q15596	5TM9
Q15596	5TML
Q15596	5TMM
Q15596	5TMO
Q15596	5TMQ
Q15596	5TMR
Q15596	5TMS
Q15596	5TMT
Q15596	5TMU
Q15596	5TMV
Q15596	5TMW
Q15596	5TMZ
Q15596	5TN1
Q15596	5TN3
Q15596	5TN4
Q15596	5TN5
Q15596	5TN6
Q15596	5TN7
Q15596	5TN8
Q15596	5U2D
Q15596	5UAN
Q15596	5VB3
Q15596	5VB5
Q15596	5VB6
Q15596	5VB7
Q15596	5VQK
Q15596	5VQL
Q15596	5WGQ
Q15596	5WZX
Q15596	5XPL
Q15596	5Y1J
Q15596	5Y49
Q15596	5YP5
Q15596	5Z12
Q15596	6EL6
Q15596	6EL7
Q15596	6EL9
Q15596	6ESN
P10275	1E3G
P10275	1GS4
P10275	1T5Z
P10275	1T63
P10275	1T65
P10275	1XJ7
P10275	1XOW
P10275	1XQ3
P10275	1Z95
P10275	2AM9
P10275	2AMA
P10275	2AMB
P10275	2AO6
P10275	2AX6
P10275	2AX7
P10275	2AX8
P10275	2AX9
P10275	2AXA
P10275	2HVC
P10275	2OZ7
P10275	2PIO
P10275	2PIP
P10275	2PIQ
P10275	2PIR
P10275	2PIT
P10275	2PIU
P10275	2PIV
P10275	2PIW
P10275	2PIX
P10275	2PKL
P10275	2PNU
P10275	2Q7I
P10275	2Q7J
P10275	2Q7K
P10275	2Q7L
P10275	2YHD
P10275	2YLO
P10275	2YLP
P10275	2YLQ
P10275	2Z4J
P10275	3B5R
P10275	3B65
P10275	3B66
P10275	3B67
P10275	3B68
P10275	3BTR
P10275	3L3X
P10275	3L3Z
P10275	3RLJ
P10275	3RLL
P10275	3V49
P10275	3V4A
P10275	3ZQT
P10275	4HLW
P10275	4K7A
P10275	4OEA
P10275	4OED
P10275	4OEY
P10275	4OEZ
P10275	4OFR
P10275	4OFU
P10275	4OGH
P10275	4OH5
P10275	4OH6
P10275	4OHA
P10275	4OIL
P10275	4OIU
P10275	4OJ9
P10275	4OJB
P10275	4OK1
P10275	4OKB
P10275	4OKT
P10275	4OKW
P10275	4OKX
P10275	4OLM
P10275	4QL8
P10275	5CJ6
P10275	5JJM
P10275	5T8E
P10275	5T8J
P10275	5V8Q
P10275	5VO4
Q08257	1YB5
P07451	1Z93
P07451	1Z97
P07451	2HFW
P07451	3UYN
P07451	3UYQ
P02763	3KQ0
P02768	1AO6
P02768	1BJ5
P02768	1BKE
P02768	1BM0
P02768	1.00E+78
P02768	1E7A
P02768	1E7B
P02768	1E7C
P02768	1E7E
P02768	1E7F
P02768	1E7G
P02768	1E7H
P02768	1E7I
P02768	1GNI
P02768	1GNJ
P02768	1H9Z
P02768	1HA2
P02768	1HK1
P02768	1HK2
P02768	1HK3
P02768	1HK4
P02768	1HK5
P02768	1N5U
P02768	1O9X
P02768	1TF0
P02768	1UOR
P02768	1YSX
P02768	2BX8
P02768	2BXA
P02768	2BXB
P02768	2BXC
P02768	2BXD
P02768	2BXE
P02768	2BXF
P02768	2BXG
P02768	2BXH
P02768	2BXI
P02768	2BXK
P02768	2BXL
P02768	2BXM
P02768	2BXN
P02768	2BXO
P02768	2BXP
P02768	2BXQ
P02768	2ESG
P02768	2I2Z
P02768	2I30
P02768	2N0X
P02768	2VDB
P02768	2VUE
P02768	2VUF
P02768	2XSI
P02768	2XVQ
P02768	2XVU
P02768	2XVV
P02768	2XVW
P02768	2XW0
P02768	2XW1
P02768	2YDF
P02768	3A73
P02768	3B9L
P02768	3B9M
P02768	3CX9
P02768	3JQZ
P02768	3JRY
P02768	3LU6
P02768	3LU7
P02768	3LU8
P02768	3SQJ
P02768	3TDL
P02768	3UIV
P02768	4BKE
P02768	4.00E+99
P02768	4EMX
P02768	4G03
P02768	4G04
P02768	4HGK
P02768	4HGM
P02768	4IW1
P02768	4IW2
P02768	4K2C
P02768	4K71
P02768	4L8U
P02768	4L9K
P02768	4L9Q
P02768	4LA0
P02768	4LB2
P02768	4LB9
P02768	4N0F
P02768	4N0U
P02768	4S1Y
P02768	4Z69
P02768	5FUO
P02768	5GIX
P02768	5GIY
P02768	5ID7
P02768	5IFO
P02768	5IJF
P02768	5UJB
P02768	5VNW
P02768	5X52
P02768	5YB1
P02768	5YOQ
P02768	5Z0B
P02768	6A7P
P02768	6EZQ
P02768	6JE7
P09874	1UK0
P09874	1UK1
P09874	1WOK
P09874	2COK
P09874	2CR9
P09874	2CS2
P09874	2DMJ
P09874	2JVN
P09874	2L30
P09874	2L31
P09874	2N8A
P09874	2RCW
P09874	2RD6
P09874	2RIQ
P09874	3GJW
P09874	3GN7
P09874	3L3L
P09874	3L3M
P09874	3OD8
P09874	3ODA
P09874	3ODC
P09874	3ODE
P09874	4AV1
P09874	4DQY
P09874	4GV7
P09874	4HHY
P09874	4HHZ
P09874	4L6S
P09874	4OPX
P09874	4OQA
P09874	4OQB
P09874	4PJT
P09874	4R5W
P09874	4R6E
P09874	4RV6
P09874	4UND
P09874	4UXB
P09874	4XHU
P09874	4ZZZ
P09874	5A00
P09874	5DS3
P09874	5HA9
P09874	5KPN
P09874	5KPO
P09874	5KPP
P09874	5KPQ
P09874	5WRQ
P09874	5WRY
P09874	5WRZ
P09874	5WS0
P09874	5WS1
P09874	5WTC
P09874	5XSR
P09874	5XST
P09874	5XSU
P09874	6BHV
P09874	6GHK
P10827	1NAV
P10827	2H77
P10827	2H79
P10827	3HZF
P10827	3ILZ
P10827	3JZB
P10827	4LNW
P10827	4LNX
P10828	1BSX
P10828	1N46
P10828	1NAX
P10828	1NQ0
P10828	1NQ1
P10828	1NQ2
P10828	1NUO
P10828	1Q4X
P10828	1R6G
P10828	1XZX
P10828	1Y0X
P10828	2J4A
P10828	2NLL
P10828	2PIN
P10828	3D57
P10828	3GWS
P10828	3IMY
P10828	3JZC
P10828	4ZO1
P12004	1AXC
P12004	1U76
P12004	1U7B
P12004	1UL1
P12004	1VYJ
P12004	1VYM
P12004	1W60
P12004	2ZVK
P12004	2ZVL
P12004	2ZVM
P12004	3JA9
P12004	3P87
P12004	3TBL
P12004	3VKX
P12004	3WGW
P12004	4D2G
P12004	4RJF
P12004	4ZTD
P12004	5E0T
P12004	5E0U
P12004	5E0V
P12004	5IY4
P12004	5MAV
P12004	5MLO
P12004	5MLW
P12004	5MOM
P12004	5YCO
P12004	5YD8
P12004	6CBI
P12004	6EHT
P12004	6FCM
P12004	6FCN
P12004	6GIS
P12004	6GWS
P12004	6HVO
P12004	6QC0
P12004	6QCG
Q9UK17	1S1G
Q9UK17	2NZ0
P19652	3APU
P19652	3APV
P19652	3APW
P19652	3APX
Q15858	5EK0
Q15858	6J8G
Q15858	6J8H
Q15858	6J8I
Q15858	6J8J
Q15858	6N4Q
Q15858	6N4R
Q15858	6NT3
Q15858	6NT4
P00533	1DNQ
P00533	1DNR
P00533	1IVO
P00533	1M14
P00533	1M17
P00533	1MOX
P00533	1NQL
P00533	1XKK
P00533	1YY9
P00533	1Z9I
P00533	2EB2
P00533	2EB3
P00533	2EXP
P00533	2EXQ
P00533	2GS2
P00533	2GS6
P00533	2GS7
P00533	2ITN
P00533	2ITO
P00533	2ITP
P00533	2ITQ
P00533	2ITT
P00533	2ITU
P00533	2ITV
P00533	2ITW
P00533	2ITX
P00533	2ITY
P00533	2ITZ
P00533	2J5E
P00533	2J5F
P00533	2J6M
P00533	2JIT
P00533	2JIU
P00533	2JIV
P00533	2KS1
P00533	2M0B
P00533	2M20
P00533	2N5S
P00533	2RF9
P00533	2RFD
P00533	2RFE
P00533	2RGP
P00533	3B2U
P00533	3B2V
P00533	3BEL
P00533	3BUO
P00533	3C09
P00533	3G5V
P00533	3G5Y
P00533	3GOP
P00533	3GT8
P00533	3IKA
P00533	3LZB
P00533	3NJP
P00533	3OB2
P00533	3OP0
P00533	3P0Y
P00533	3PFV
P00533	3POZ
P00533	3QWQ
P00533	3UG1
P00533	3UG2
P00533	3VJN
P00533	3VJO
P00533	3VRP
P00533	3VRR
P00533	3W2O
P00533	3W2P
P00533	3W2Q
P00533	3W2R
P00533	3W2S
P00533	3W32
P00533	3W33
P00533	4G5J
P00533	4G5P
P00533	4HJO
P00533	4I1Z
P00533	4I20
P00533	4I21
P00533	4I22
P00533	4I23
P00533	4I24
P00533	4JQ7
P00533	4JQ8
P00533	4JR3
P00533	4JRV
P00533	4KRL
P00533	4KRM
P00533	4KRO
P00533	4KRP
P00533	4LI5
P00533	4LL0
P00533	4LQM
P00533	4LRM
P00533	4R3P
P00533	4R3R
P00533	4R5S
P00533	4RIW
P00533	4RIX
P00533	4RIY
P00533	4RJ4
P00533	4RJ5
P00533	4RJ6
P00533	4RJ7
P00533	4RJ8
P00533	4TKS
P00533	4UIP
P00533	4UV7
P00533	4WD5
P00533	4WKQ
P00533	4WRG
P00533	4ZAU
P00533	4ZJV
P00533	4ZSE
P00533	5C8K
P00533	5C8M
P00533	5C8N
P00533	5CAL
P00533	5CAN
P00533	5CAO
P00533	5CAP
P00533	5CAQ
P00533	5CAS
P00533	5CAU
P00533	5CAV
P00533	5CNN
P00533	5CNO
P00533	5CZH
P00533	5CZI
P00533	5D41
P00533	5EDP
P00533	5EDQ
P00533	5EDR
P00533	5EM5
P00533	5EM6
P00533	5EM7
P00533	5EM8
P00533	5FED
P00533	5FEE
P00533	5FEQ
P00533	5GMP
P00533	5GNK
P00533	5GTY
P00533	5GTZ
P00533	5HCX
P00533	5HCY
P00533	5HCZ
P00533	5HG5
P00533	5HG7
P00533	5HG8
P00533	5HG9
P00533	5HIB
P00533	5HIC
P00533	5J9Y
P00533	5J9Z
P00533	5JEB
P00533	5LV6
P00533	5SX4
P00533	5SX5
P00533	5U8L
P00533	5UG8
P00533	5UG9
P00533	5UGA
P00533	5UGB
P00533	5UGC
P00533	5UWD
P00533	5WB7
P00533	5WB8
P00533	5X26
P00533	5X27
P00533	5X28
P00533	5X2A
P00533	5X2C
P00533	5X2F
P00533	5X2K
P00533	5XDK
P00533	5XDL
P00533	5XGM
P00533	5XGN
P00533	5XWD
P00533	5Y25
P00533	5Y9T
P00533	5YU9
P00533	5ZWJ
P00533	6ARU
P00533	6B3S
P00533	6D8E
P35499	6AGF
P35499	6MBA
P35499	6MC9
P14324	1YQ7
P14324	1YV5
P14324	1ZW5
P14324	2F7M
P14324	2F89
P14324	2F8C
P14324	2F8Z
P14324	2F92
P14324	2F94
P14324	2F9K
P14324	2OPM
P14324	2OPN
P14324	2QIS
P14324	2RAH
P14324	2VF6
P14324	3B7L
P14324	3CP6
P14324	3N1V
P14324	3N1W
P14324	3N3L
P14324	3N45
P14324	3N46
P14324	3N49
P14324	3N5H
P14324	3N5J
P14324	3N6K
P14324	3RYE
P14324	3S4J
P14324	4DEM
P14324	4GA3
P14324	4H5C
P14324	4H5D
P14324	4H5E
P14324	4JVJ
P14324	4KFA
P14324	4KPD
P14324	4KPJ
P14324	4KQ5
P14324	4KQS
P14324	4KQU
P14324	4L2X
P14324	4LFV
P14324	4LPG
P14324	4LPH
P14324	4N1Z
P14324	4N9U
P14324	4NFI
P14324	4NFJ
P14324	4NFK
P14324	4NG6
P14324	4NKE
P14324	4NKF
P14324	4NUA
P14324	4OGU
P14324	4P0V
P14324	4P0W
P14324	4P0X
P14324	4PVX
P14324	4PVY
P14324	4Q23
P14324	4QPF
P14324	4QXS
P14324	4RXA
P14324	4XQR
P14324	4XQS
P14324	4XQT
P14324	5CG5
P14324	5CG6
P14324	5DGM
P14324	5DGN
P14324	5DGS
P14324	5DIQ
P14324	5DJP
P14324	5DJR
P14324	5DJV
P14324	5JA0
P14324	5JUZ
P14324	5JV0
P14324	5JV1
P14324	5JV2
P14324	5KSX
P14324	5YGI
O43451	2QLY
O43451	2QMJ
O43451	3CTT
O43451	3L4T
O43451	3L4U
O43451	3L4V
O43451	3L4W
O43451	3L4X
O43451	3L4Y
O43451	3L4Z
O43451	3TON
O43451	3TOP
P10253	5KZW
P10253	5KZX
P10253	5NN3
P10253	5NN4
P10253	5NN5
P10253	5NN6
P10253	5NN8
P14410	3LPO
P14410	3LPP
P04746	1B2Y
P04746	1BSI
P04746	1CPU
P04746	1HNY
P04746	1KB3
P04746	1KBB
P04746	1KBK
P04746	1KGU
P04746	1KGW
P04746	1KGX
P04746	1U2Y
P04746	1U30
P04746	1U33
P04746	1XCW
P04746	1XCX
P04746	1XD0
P04746	1XD1
P04746	1XGZ
P04746	1XH0
P04746	1XH1
P04746	1XH2
P04746	2CPU
P04746	2QMK
P04746	2QV4
P04746	3BAI
P04746	3BAJ
P04746	3BAK
P04746	3BAW
P04746	3BAX
P04746	3BAY
P04746	3CPU
P04746	3IJ7
P04746	3IJ8
P04746	3IJ9
P04746	3OLD
P04746	3OLE
P04746	3OLG
P04746	3OLI
P04746	4GQQ
P04746	4GQR
P04746	4W93
P04746	4X9Y
P04746	5E0F
P04746	5EMY
P04746	5KEZ
P04746	5TD4
P04746	5U3A
P04746	5VA9
P04083	1AIN
P04083	1BO9
P04083	1QLS
P04083	5VFW
P18858	1X9N
P18858	5YY9
P49916	1IMO
P49916	1IN1
P49916	1UW0
P49916	3L2P
P49916	3PC7
P49916	3PC8
P49916	3QVG
P04818	1HVY
P04818	1HW3
P04818	1HW4
P04818	1HZW
P04818	1I00
P04818	1JU6
P04818	1JUJ
P04818	1YPV
P04818	2ONB
P04818	2RD8
P04818	2RDA
P04818	3EAW
P04818	3EBU
P04818	3ED7
P04818	3EDW
P04818	3EF9
P04818	3EGY
P04818	3EHI
P04818	3EJL
P04818	3GG5
P04818	3GH0
P04818	3GH2
P04818	3H9K
P04818	3HB8
P04818	3N5E
P04818	3N5G
P04818	3OB7
P04818	4.00E+28
P04818	4FGT
P04818	4G2O
P04818	4G6W
P04818	4GD7
P04818	4GYH
P04818	4H1I
P04818	4JEF
P04818	4KPW
P04818	4O1U
P04818	4O1X
P04818	4UP1
P04818	5HS3
P04818	5WRN
P04818	5X4W
P04818	5X4X
P04818	5X4Y
P04818	5X5A
P04818	5X5D
P04818	5X5Q
P04818	5X66
P04818	5X67
P04818	5X69
P04818	6QXG
P04818	6QXH
P04818	6QYQ
P04818	6R2E
P06401	1A28
P06401	1E3K
P06401	1SQN
P06401	1SR7
P06401	1ZUC
P06401	2C7A
P06401	2OVH
P06401	2OVM
P06401	2W8Y
P06401	3D90
P06401	3G8O
P06401	3HQ5
P06401	3KBA
P06401	3ZR7
P06401	3ZRA
P06401	3ZRB
P06401	4A2J
P06401	4APU
P06401	4OAR
P06401	5CC0
Q9Y6Y9	1T2Z
Q9Y6Y9	2.00E+56
Q9Y6Y9	2.00E+59
Q9Y6Y9	2Z65
Q9Y6Y9	3FXI
Q9Y6Y9	3ULA
Q9Y6Y9	4G8A
P00747	1B2I
P00747	1BML
P00747	1BUI
P00747	1CEA
P00747	1CEB
P00747	1DDJ
P00747	1HPJ
P00747	1HPK
P00747	1I5K
P00747	1KI0
P00747	1KRN
P00747	1L4D
P00747	1L4Z
P00747	1PK4
P00747	1PKR
P00747	1PMK
P00747	1QRZ
P00747	1RJX
P00747	2DOH
P00747	2DOI
P00747	2KNF
P00747	2L0S
P00747	2PK4
P00747	3UIR
P00747	4A5T
P00747	4CIK
P00747	4DCB
P00747	4DUR
P00747	4DUU
P00747	5HPG
P00747	5UGD
P00747	5UGG
P00747	6D3X
P00747	6D3Y
P00747	6D3Z
P00747	6D40
O00180	3UKM
Q99250	2KAV
Q99250	4JPZ
Q99250	4RLY
Q99250	6J8E
O60939	5FDY
O60939	5-Feb
O60939	6J8E
O60939	6J8G
O60939	6J8H
O60939	6J8I
O60939	6J8J
Q9NY72	4L1D
Q8IWT1	4MZ2
Q8IWT1	4MZ3
Q8IWT1	5XAW
P04629	1HE7
P04629	1SHC
P04629	1WWA
P04629	1WWW
P04629	2IFG
P04629	2N90
P04629	4AOJ
P04629	4CRP
P04629	4F0I
P04629	4GT5
P04629	4PMM
P04629	4PMP
P04629	4PMS
P04629	4PMT
P04629	4YNE
P04629	4YPS
P04629	5H3Q
P04629	5I8A
P04629	5JFS
P04629	5JFV
P04629	5JFW
P04629	5JFX
P04629	5KMI
P04629	5KMJ
P04629	5KMK
P04629	5KML
P04629	5KMM
P04629	5KMN
P04629	5KMO
P04629	5KVT
P04629	5WR7
P04629	6D1Y
P04629	6D1Z
P04629	6D20
P04629	6D22
P04629	6DKB
P04629	6DKG
P04629	6DKI
P04629	6DKW
P04629	6NPT
P04629	6NSP
P04629	6NSS
Q16620	1HCF
Q16620	1WWB
Q16620	2MFQ
Q16620	4ASZ
Q16620	4AT3
Q16620	4AT4
Q16620	4AT5
Q16620	5MO9
O43526	5J03
O43526	6FEG
O43526	6FEH
Q99720	5HK1
Q99720	5HK2
Q99720	6DJZ
Q99720	6DK0
Q99720	6DK1
O43525	5J03
P14555	1AYP
P14555	1BBC
P14555	1DB4
P14555	1DB5
P14555	1DCY
P14555	1J1A
P14555	1KQU
P14555	1KVO
P14555	1N28
P14555	1N29
P14555	1POD
P14555	1POE
P14555	2GNY
P14555	3U8B
P14555	3U8D
P14555	3U8H
P14555	3U8I
P14555	5G3N
Q8N8N7	2VNA
Q8N8N7	2W4Q
Q8N8N7	2W98
Q8N8N7	2ZB4
Q8N8N7	2ZB7
Q8N8N7	2ZB8
Q9Y5Y4	6D26
Q9Y5Y4	6D27
P42345	1AUE
P42345	1FAP
P42345	1NSG
P42345	2FAP
P42345	2GAQ
P42345	2NPU
P42345	2RSE
P42345	3FAP
P42345	3JBZ
P42345	4DRH
P42345	4DRI
P42345	4DRJ
P42345	4FAP
P42345	4JSN
P42345	4JSP
P42345	4JSV
P42345	4JSX
P42345	4JT5
P42345	4JT6
P42345	5FLC
P42345	5GPG
P42345	5H64
P42345	5WBH
P42345	5WBU
P42345	5WBY
P42345	5ZCS
P42345	6BCU
P42345	6BCX
P62942	1A7X
P62942	1B6C
P62942	1BKF
P62942	1BL4
P62942	1D6O
P62942	1D7H
P62942	1D7I
P62942	1D7J
P62942	1EYM
P62942	1F40
P62942	1FAP
P62942	1FKB
P62942	1FKD
P62942	1FKF
P62942	1FKG
P62942	1FKH
P62942	1FKI
P62942	1FKJ
P62942	1FKR
P62942	1FKS
P62942	1FKT
P62942	1J4H
P62942	1J4I
P62942	1J4R
P62942	1NSG
P62942	1QPF
P62942	1QPL
P62942	2DG3
P62942	2DG4
P62942	2DG9
P62942	2FAP
P62942	2FKE
P62942	2ND5
P62942	2PPN
P62942	2PPO
P62942	2PPP
P62942	2RSE
P62942	3FAP
P62942	3H9R
P62942	3MDY
P62942	4DH0
P62942	4FAP
P62942	4IPX
P62942	4N19
P62942	4ODP
P62942	4ODQ
P62942	4ODR
P62942	5I7P
P62942	5I7Q
P35869	5NJ8
P32754	3ISQ
P32754	5EC3
P00797	1BBS
P00797	1BIL
P00797	1BIM
P00797	1HRN
P00797	1RNE
P00797	2BKS
P00797	2BKT
P00797	2FS4
P00797	2G1N
P00797	2G1O
P00797	2G1R
P00797	2G1S
P00797	2G1Y
P00797	2G20
P00797	2G21
P00797	2G22
P00797	2G24
P00797	2G26
P00797	2G27
P00797	2I4Q
P00797	2IKO
P00797	2IKU
P00797	2IL2
P00797	2REN
P00797	2V0Z
P00797	2V10
P00797	2V11
P00797	2V12
P00797	2V13
P00797	2V16
P00797	2X0B
P00797	3D91
P00797	3G6Z
P00797	3G70
P00797	3G72
P00797	3GW5
P00797	3K1W
P00797	3KM4
P00797	3O9L
P00797	3OAD
P00797	3OAG
P00797	3OOT
P00797	3OQF
P00797	3OQK
P00797	3OWN
P00797	3Q3T
P00797	3Q4B
P00797	3Q5H
P00797	3SFC
P00797	3VCM
P00797	3VSW
P00797	3VSX
P00797	3VUC
P00797	3VYD
P00797	3VYE
P00797	3VYF
P00797	4AMT
P00797	4GJ5
P00797	4GJ6
P00797	4GJ7
P00797	4GJ8
P00797	4GJ9
P00797	4GJA
P00797	4GJB
P00797	4GJC
P00797	4GJD
P00797	4PYV
P00797	4Q1N
P00797	4RYC
P00797	4RYG
P00797	4RZ1
P00797	4S1G
P00797	4XX3
P00797	4XX4
P00797	5KOQ
P00797	5KOS
P00797	5KOT
P00797	5SXN
P00797	5SY2
P00797	5SY3
P00797	5SZ9
P00797	5T4S
P00797	5TMG
P00797	5TMK
P00797	5V8V
P00797	5VPM
P00797	5VRP
P00797	6I3F
Q12791	2K44
Q12791	3MT5
Q12791	3NAF
P05108	3N9Y
P05108	3N9Z
P05108	3NA0
P05108	3NA1
P69905	1A00
P69905	1A01
P69905	1A0U
P69905	1A0Z
P69905	1A3N
P69905	1A3O
P69905	1A9W
P69905	1ABW
P69905	1ABY
P69905	1AJ9
P69905	1B86
P69905	1BAB
P69905	1BBB
P69905	1BIJ
P69905	1BUW
P69905	1BZ0
P69905	1BZ1
P69905	1BZZ
P69905	1C7B
P69905	1C7C
P69905	1C7D
P69905	1CLS
P69905	1CMY
P69905	1COH
P69905	1DKE
P69905	1DXT
P69905	1DXU
P69905	1DXV
P69905	1FDH
P69905	1FN3
P69905	1G9V
P69905	1GBU
P69905	1GBV
P69905	1GLI
P69905	1GZX
P69905	1HAB
P69905	1HAC
P69905	1HBA
P69905	1HBB
P69905	1HBS
P69905	1HCO
P69905	1HDB
P69905	1HGA
P69905	1HGB
P69905	1HGC
P69905	1HHO
P69905	1IRD
P69905	1J3Y
P69905	1J3Z
P69905	1J40
P69905	1J41
P69905	1J7S
P69905	1J7W
P69905	1J7Y
P69905	1JY7
P69905	1K0Y
P69905	1K1K
P69905	1KD2
P69905	1LFL
P69905	1LFQ
P69905	1LFT
P69905	1LFV
P69905	1LFY
P69905	1LFZ
P69905	1LJW
P69905	1M9P
P69905	1MKO
P69905	1NEJ
P69905	1NIH
P69905	1NQP
P69905	1O1I
P69905	1O1J
P69905	1O1K
P69905	1O1L
P69905	1O1M
P69905	1O1N
P69905	1O1O
P69905	1O1P
P69905	1QI8
P69905	1QSH
P69905	1QSI
P69905	1QXD
P69905	1QXE
P69905	1R1X
P69905	1R1Y
P69905	1RPS
P69905	1RQ3
P69905	1RQ4
P69905	1RQA
P69905	1RVW
P69905	1SDK
P69905	1SDL
P69905	1SHR
P69905	1SI4
P69905	1THB
P69905	1UIW
P69905	1VWT
P69905	1XXT
P69905	1XY0
P69905	1XYE
P69905	1XZ2
P69905	1XZ4
P69905	1XZ5
P69905	1XZ7
P69905	1XZU
P69905	1XZV
P69905	1Y01
P69905	1Y09
P69905	1Y0A
P69905	1Y0C
P69905	1Y0D
P69905	1Y0T
P69905	1Y0W
P69905	1Y22
P69905	1Y2Z
P69905	1Y31
P69905	1Y35
P69905	1Y45
P69905	1Y46
P69905	1Y4B
P69905	1Y4F
P69905	1Y4G
P69905	1Y4P
P69905	1Y4Q
P69905	1Y4R
P69905	1Y4V
P69905	1Y5F
P69905	1Y5J
P69905	1Y5K
P69905	1Y7C
P69905	1Y7D
P69905	1Y7G
P69905	1Y7Z
P69905	1Y83
P69905	1Y85
P69905	1Y8W
P69905	1YDZ
P69905	1YE0
P69905	1YE1
P69905	1YE2
P69905	1YEN
P69905	1YEO
P69905	1YEQ
P69905	1YEU
P69905	1YEV
P69905	1YFF
P69905	1YG5
P69905	1YGD
P69905	1YGF
P69905	1YH9
P69905	1YHE
P69905	1YHR
P69905	1YIE
P69905	1YIH
P69905	1YVQ
P69905	1YVT
P69905	1YZI
P69905	1Z8U
P69905	2D5Z
P69905	2D60
P69905	2DN1
P69905	2DN2
P69905	2DN3
P69905	2DXM
P69905	2H35
P69905	2HBC
P69905	2HBD
P69905	2HBE
P69905	2HBF
P69905	2HBS
P69905	2HCO
P69905	2HHB
P69905	2HHD
P69905	2HHE
P69905	2M6Z
P69905	2W6V
P69905	2W72
P69905	2YRS
P69905	3B75
P69905	3D17
P69905	3D7O
P69905	3DUT
P69905	3HHB
P69905	3HXN
P69905	3IA3
P69905	3IC0
P69905	3IC2
P69905	3KMF
P69905	3NL7
P69905	3NMM
P69905	3ODQ
P69905	3ONZ
P69905	3OO4
P69905	3OO5
P69905	3OVU
P69905	3P5Q
P69905	3QJB
P69905	3QJC
P69905	3QJD
P69905	3QJE
P69905	3R5I
P69905	3S48
P69905	3S65
P69905	3S66
P69905	3SZK
P69905	3WCP
P69905	3WHM
P69905	4FC3
P69905	4HHB
P69905	4IJ2
P69905	4L7Y
P69905	4M4A
P69905	4M4B
P69905	4MQC
P69905	4MQG
P69905	4MQH
P69905	4MQI
P69905	4MQJ
P69905	4MQK
P69905	4N7N
P69905	4N7O
P69905	4N7P
P69905	4N8T
P69905	4NI0
P69905	4NI1
P69905	4ROL
P69905	4ROM
P69905	4WJG
P69905	4X0L
P69905	4XS0
P69905	5.00E+29
P69905	5E6E
P69905	5.00E+83
P69905	5EE4
P69905	5HU6
P69905	5HY8
P69905	5JDO
P69905	5KDQ
P69905	5KSI
P69905	5KSJ
P69905	5NI1
P69905	5SW7
P69905	5U3I
P69905	5UCU
P69905	5UFJ
P69905	5URC
P69905	5VMM
P69905	5WOG
P69905	5WOH
